# method=RADIAL_SYMMETRY
# roi=[32, 25, 48, 50]
# auto_polarity=True
# invert=True
# blur_sigma=1.2
# radial_grad_threshold=2.0
# annulus_enabled=True
# annulus_auto=True
# annulus_r_inner_px=0.0
# annulus_r_outer_px=0.0
# annulus_profile_smooth=3
# fps=485.201
# start_frame=0
# end_frame=200
# um_per_px=0.066528
# um_per_px_source=dataset_default
# postprocess_ot3_qc_enabled=True
# postprocess_ot3_q_min=0.0
# postprocess_ot3_jump_max_px=50.0
# postprocess_ot3_drift_enabled=True
# postprocess_ot3_drift_window_s=1.0
# postprocess_ot3_drift_window_frames=485
# postprocess_ot3_lost_frames=0
# postprocess_ot3_lost_fraction=0
frame,t_s,x_px,y_px,quality,peak,lost,lost_reason,x_corr_px,y_corr_px,x_corr_um,y_corr_um
85,0.175185129,49.141112,55.926509,0.146146,0.500000,0,,0.18945971,0.050344109,0.012604376,0.0033492929
86,0.177246131,49.233471,55.906700,0.138579,0.707107,0,,0.28181871,0.030535109,0.018748835,0.0020314398
87,0.179307133,49.570558,55.788324,0.138352,0.000000,0,,0.61890571,-0.087840891,0.041174559,-0.0058438788
88,0.181368134,49.185346,55.674755,0.132888,0.707107,0,,0.23369371,-0.20140989,0.015547175,-0.013399397
89,0.183429136,49.004607,55.807048,0.144519,0.707107,0,,0.052954711,-0.069116891,0.003522971,-0.0045982085
90,0.185490137,49.200947,55.920454,0.135979,0.707107,0,,0.24929471,0.044289109,0.016585079,0.0029464659
91,0.187551139,49.353388,56.272671,0.161733,1.118034,0,,0.40173571,0.39650611,0.026726673,0.026378758
92,0.189612140,48.910882,56.041619,0.142338,0.707107,0,,-0.040770289,0.16545411,-0.0027123658,0.011007331
93,0.191673142,48.934527,55.928724,0.129840,0.707107,0,,-0.017125289,0.052559109,-0.0011393112,0.0034966524
94,0.193734143,48.428687,56.007878,0.143703,1.118034,0,,-0.52296529,0.13171311,-0.034791835,0.0087626097
95,0.195795145,48.876178,55.962501,0.126483,1.000000,0,,-0.075474289,0.086336109,-0.0050211535,0.0057437687
96,0.197856146,49.040305,56.341205,0.155055,0.500000,0,,0.088652711,0.46504011,0.0058978876,0.030938188
97,0.199917148,48.964876,55.911763,0.140786,0.707107,0,,0.013223711,0.035598109,0.00087974707,0.002368271
98,0.201978149,48.629919,55.881105,0.136296,0.500000,0,,-0.32173329,0.0049401095,-0.021404272,0.0003286556
99,0.204039151,48.782458,55.899597,0.131878,1.000000,0,,-0.16919429,0.023432109,-0.011256158,0.0015588914
100,0.206100152,48.949073,56.236218,0.131765,0.500000,0,,-0.0025792886,0.36005311,-0.00017159491,0.023953613
101,0.208161154,48.700249,55.628807,0.151134,1.000000,0,,-0.25140329,-0.24735789,-0.016725358,-0.016456226
102,0.210222155,49.035940,55.908634,0.125079,0.500000,0,,0.084287711,0.032469109,0.0056074929,0.0021601049
103,0.212283157,48.802468,55.997731,0.128522,0.500000,0,,-0.14918429,0.12156611,-0.0099249323,0.0080875501
104,0.214344158,48.757306,55.993950,0.141619,0.000000,0,,-0.19434629,0.11778511,-0.01292947,0.0078360078
105,0.216405160,48.909538,55.654367,0.137325,0.500000,0,,-0.042114289,-0.22179789,-0.0028017794,-0.01475577
106,0.218466161,48.839402,55.459747,0.135023,0.500000,0,,-0.11225029,-0.41641789,-0.0074677872,-0.027703449
107,0.220527163,48.997665,55.560789,0.136928,1.000000,0,,0.046012711,-0.31537589,0.0030611337,-0.020981327
108,0.222588164,49.477749,55.610780,0.146598,0.500000,0,,0.52609671,-0.26538489,0.035000162,-0.017655526
109,0.224649166,49.390280,55.871301,0.146428,1.414214,0,,0.43862771,-0.0048638905,0.029181024,-0.00032358491
110,0.226710168,49.060446,55.652934,0.144752,1.118034,0,,0.10879371,-0.22323089,0.007237828,-0.014851105
111,0.228771169,48.934368,56.014045,0.151236,1.000000,0,,-0.017284289,0.13788011,-0.0011498891,0.0091728879
112,0.230832171,48.888403,56.034304,0.136472,0.500000,0,,-0.063249289,0.15813911,-0.0042078487,0.010520679
113,0.232893172,48.998340,55.633473,0.129977,0.500000,0,,0.046687711,-0.24269189,0.0031060401,-0.016145806
114,0.234954174,49.135034,56.080086,0.138313,0.500000,0,,0.18338171,0.20392111,0.012200018,0.013566464
115,0.237015175,48.913868,56.421719,0.134624,0.000000,0,,-0.037784289,0.54555411,-0.0025137131,0.036294624
116,0.239076177,49.004845,55.939519,0.128203,0.500000,0,,0.053192711,0.063354109,0.0035388047,0.0042148222
117,0.241137178,49.010565,55.985987,0.137077,0.500000,0,,0.058912711,0.10982211,0.0039193449,0.0073062453
118,0.243198180,49.226323,55.722237,0.158167,0.500000,0,,0.27467071,-0.15392789,0.018273293,-0.010240515
119,0.245259181,48.660977,55.980305,0.133945,0.000000,0,,-0.29067529,0.10414011,-0.019338046,0.0069282332
120,0.247320183,48.995827,55.984945,0.125774,0.707107,0,,0.044174711,0.10878011,0.0029388552,0.0072369231
121,0.249381184,48.952246,56.263756,0.163104,0.500000,0,,0.00059371144,0.38759111,3.9498435e-05,0.025785661
122,0.251442186,49.504651,55.998563,0.146482,1.118034,0,,0.55299871,0.12239811,0.036789898,0.0081429014
123,0.253503187,49.272168,55.927092,0.142332,0.707107,0,,0.32051571,0.050927109,0.021323269,0.0033880787
124,0.255564189,49.004568,55.836763,0.144675,0.500000,0,,0.052915711,-0.039401891,0.0035203765,-0.002621329
125,0.257625190,48.885047,55.455491,0.165443,0.707107,0,,-0.066605289,-0.42067389,-0.0044311166,-0.027986593
126,0.259686192,49.142284,55.473827,0.159007,0.500000,0,,0.19063171,-0.40233789,0.012682346,-0.026766735
127,0.261747193,49.003715,55.730860,0.137688,0.500000,0,,0.052062711,-0.14530489,0.0034636281,-0.0096668438
128,0.263808195,48.899303,55.891396,0.136584,0.707107,0,,-0.052349289,0.015231109,-0.0034826935,0.0010132952
129,0.265869196,48.796656,55.761145,0.129310,0.500000,0,,-0.15499629,-0.11501989,-0.010311593,-0.0076520433
130,0.267930198,48.864575,55.758120,0.162665,0.500000,0,,-0.087077289,-0.11804489,-0.0057930779,-0.0078532905
131,0.269991200,48.812080,55.900974,0.136109,0.707107,0,,-0.13957229,0.024809109,-0.0092854652,0.0016505004
132,0.272052201,48.976240,56.029597,0.119846,1.118034,0,,0.024587711,0.15343211,0.0016357713,0.010207531
133,0.274113203,49.143758,56.076733,0.155954,1.500000,0,,0.19210571,0.20056811,0.012780409,0.013343395
134,0.276174204,48.786430,56.203041,0.137307,0.707107,0,,-0.16522229,0.32687611,-0.010991908,0.021746414
135,0.278235206,48.888995,55.849582,0.112087,0.707107,0,,-0.062657289,-0.026582891,-0.0041684641,-0.0017685065
136,0.280296207,48.917535,55.746079,0.132046,1.000000,0,,-0.034117289,-0.13008589,-0.002269755,-0.0086543541
137,0.282357209,49.014131,56.018323,0.136568,0.707107,0,,0.062478711,0.14215811,0.0041565837,0.0094574947
138,0.284418210,48.724167,56.090545,0.140453,1.500000,0,,-0.22748529,0.21438011,-0.015134141,0.01426228
139,0.286479212,49.231965,56.067329,0.142781,0.707107,0,,0.28031271,0.19116411,0.018648644,0.012717766
140,0.288540213,48.797625,56.138310,0.135777,0.707107,0,,-0.15402729,0.26214511,-0.010247127,0.01743999
141,0.290601215,48.764780,56.122373,0.146161,0.500000,0,,-0.18687229,0.24620811,-0.01243224,0.016379733
142,0.292662216,48.712685,55.759702,0.132575,0.500000,0,,-0.23896729,-0.11646289,-0.015898016,-0.0077480432
143,0.294723218,48.736503,55.726843,0.131493,0.500000,0,,-0.21514929,-0.14932189,-0.014313452,-0.0099340867
144,0.296784219,48.956082,56.024743,0.129600,0.500000,0,,0.0044297114,0.14857811,0.00029469984,0.0098846045
145,0.298845221,49.089810,56.148746,0.134187,1.000000,0,,0.13815771,0.27258111,0.0091913562,0.018134276
146,0.300906222,48.727850,55.903345,0.133129,0.500000,0,,-0.22380229,0.027180109,-0.014889119,0.0018082383
147,0.302967224,48.642918,55.792220,0.129553,1.118034,0,,-0.30873429,-0.083944891,-0.020539475,-0.0055846857
148,0.305028225,49.010261,55.635145,0.143119,0.707107,0,,0.058608711,-0.24101989,0.0038991204,-0.016034571
149,0.307089227,48.971499,55.461653,0.146544,0.500000,0,,0.019846711,-0.41451189,0.001320362,-0.027576647
150,0.309150228,48.748095,55.859631,0.150845,0.707107,0,,-0.20355729,-0.016533891,-0.013542259,-0.0010999667
151,0.311211230,48.670301,55.726721,0.154811,0.707107,0,,-0.28135129,-0.14944389,-0.018717739,-0.0099422032
152,0.313272232,48.900784,55.869292,0.122113,0.707107,0,,-0.050868289,-0.0068728905,-0.0033841655,-0.00045723966
153,0.315333233,49.053937,55.716132,0.163585,0.500000,0,,0.10228471,-0.16003289,0.0068047973,-0.010646668
154,0.317394235,48.746288,55.990487,0.134844,1.118034,0,,-0.20536429,0.11432211,-0.013662475,0.0076056213
155,0.319455236,48.663387,55.922326,0.150285,0.000000,0,,-0.28826529,0.046161109,-0.019177713,0.0030710063
156,0.321516238,48.877520,55.855069,0.151974,0.000000,0,,-0.074132289,-0.021095891,-0.0049318729,-0.0014034674
157,0.323577239,49.169177,55.976641,0.143000,0.707107,0,,0.21752471,0.10047611,0.014471484,0.0066844746
158,0.325638241,48.885277,55.733544,0.154775,0.707107,0,,-0.066375289,-0.14262089,-0.0044158152,-0.0094882826
159,0.327699242,48.803563,55.858593,0.136349,1.118034,0,,-0.14808929,-0.017571891,-0.0098520842,-0.0011690227
160,0.329760244,48.700728,55.936112,0.145602,0.707107,0,,-0.25092429,0.059947109,-0.016693491,0.0039881613
161,0.331821245,48.428037,56.358903,0.133121,1.000000,0,,-0.52361529,0.48273811,-0.034835078,0.032115601
162,0.333882247,48.695556,55.923030,0.129525,0.500000,0,,-0.25609629,0.046865109,-0.017037574,0.003117842
163,0.335943248,48.755318,56.408256,0.129621,1.000000,0,,-0.19633429,0.53209111,-0.013061728,0.035398957
164,0.338004250,48.855198,56.007097,0.130116,0.707107,0,,-0.096454289,0.13093211,-0.0064169109,0.0087106514
165,0.340065251,48.726797,56.422801,0.127096,1.414214,0,,-0.22485529,0.54663611,-0.014959173,0.036366607
166,0.342126253,48.465816,56.057613,0.147931,1.000000,0,,-0.48583629,0.18144811,-0.032321717,0.01207138
167,0.344187254,48.815270,55.975828,0.145763,0.500000,0,,-0.13638229,0.099663109,-0.0090732409,0.0066303873
168,0.346248256,48.743143,55.952792,0.137043,0.707107,0,,-0.20850929,0.076627109,-0.013871706,0.0050978483
169,0.348309257,49.004125,55.870394,0.144695,0.000000,0,,0.052472711,-0.0057708905,0.0034909045,-0.00038392581
170,0.350370259,49.031989,55.598988,0.157778,0.500000,0,,0.080336711,-0.27717689,0.0053446407,-0.018440024
171,0.352431260,49.133770,55.693978,0.147152,1.000000,0,,0.18211771,-0.18218689,0.012115927,-0.012120529
172,0.354492262,49.030539,55.936483,0.161721,0.500000,0,,0.078886711,0.060318109,0.0052481751,0.0040128432
173,0.356553263,49.025312,55.890805,0.138495,1.118034,0,,0.073659711,0.014640109,0.0049004333,0.0009739772
174,0.358614265,48.833161,55.648099,0.139274,1.118034,0,,-0.11849129,-0.22806589,-0.0078829884,-0.015172768
175,0.360675267,48.757854,55.816693,0.145633,0.707107,0,,-0.19379829,-0.059471891,-0.012893013,-0.0039565459
176,0.362736268,48.728765,55.793639,0.142511,1.414214,0,,-0.22288729,-0.082525891,-0.014828246,-0.0054902824
177,0.364797270,49.095394,55.486838,0.152121,0.707107,0,,0.14374171,-0.38932689,0.0095628486,-0.025901139
178,0.366858271,49.142505,55.882997,0.139227,1.118034,0,,0.19085271,0.0068321095,0.012697049,0.00045452658
179,0.368919273,48.855364,55.826655,0.135968,0.500000,0,,-0.096288289,-0.049509891,-0.0064058673,-0.003293794
180,0.370980274,48.958362,55.900994,0.143849,0.707107,0,,0.0067097114,0.024829109,0.00044638368,0.001651831
181,0.373041276,49.412414,55.544469,0.144444,0.000000,0,,0.46076171,-0.33169589,0.030653555,-0.022067064
182,0.375102277,49.089953,55.417574,0.139623,0.707107,0,,0.13830071,-0.45859089,0.0092008697,-0.030509135
183,0.377163279,49.192909,55.686874,0.149338,1.000000,0,,0.24125671,-0.18929089,0.016050326,-0.012593144
184,0.379224280,48.784213,55.946783,0.132919,0.707107,0,,-0.16743929,0.070618109,-0.011139401,0.0046980816
185,0.381285282,48.991547,55.955152,0.147474,1.000000,0,,0.039894711,0.078987109,0.0026541154,0.0052548544
186,0.383346283,48.960033,55.797440,0.159939,0.500000,0,,0.0083807114,-0.078724891,0.00055755197,-0.0052374095
187,0.385407285,48.916502,55.756595,0.134220,0.000000,0,,-0.035150289,-0.11956989,-0.0023384784,-0.0079547457
188,0.387468286,49.190236,55.604560,0.133070,0.500000,0,,0.23858371,-0.27160489,0.015872497,-0.01806933
189,0.389529288,49.266457,55.528797,0.139956,0.500000,0,,0.31480471,-0.34736789,0.020943328,-0.023109691
190,0.391590289,49.093088,55.608242,0.147454,0.500000,0,,0.14143571,-0.26792289,0.009409435,-0.017824374
191,0.393651291,49.206636,55.672963,0.150586,1.118034,0,,0.25498371,-0.20320189,0.016963556,-0.013518615
192,0.395712292,49.127048,55.538675,0.144957,0.500000,0,,0.17539571,-0.33748989,0.011668726,-0.022452527
193,0.397773294,48.899242,55.796095,0.159068,1.118034,0,,-0.052410289,-0.080069891,-0.0034867517,-0.0053268897
194,0.399834295,49.301936,55.992134,0.141797,0.707107,0,,0.35028371,0.11596911,0.023303675,0.0077151929
195,0.401895297,49.008939,56.133113,0.141351,1.000000,0,,0.057286711,0.25694811,0.0038111703,0.017094244
196,0.403956299,49.017671,55.785325,0.138547,0.707107,0,,0.066018711,-0.090839891,0.0043920928,-0.0060433962
197,0.406017300,48.828278,55.489699,0.140644,0.500000,0,,-0.12337429,-0.38646589,-0.0082078447,-0.025710803
198,0.408078302,49.049298,55.777336,0.146366,1.581139,0,,0.097645711,-0.098828891,0.0064961739,-0.0065748884
199,0.410139303,49.181289,56.112344,0.130506,1.118034,0,,0.22963671,0.23617911,0.015277271,0.015712524
200,0.412200305,49.100697,55.977971,0.162864,0.707107,0,,0.14904471,0.10180611,0.0099156466,0.0067729568
