# method=RADIAL_SYMMETRY
# roi=[31, 23, 48, 50]
# auto_polarity=True
# invert=True
# blur_sigma=1.2
# radial_grad_threshold=2.0
# annulus_enabled=True
# annulus_auto=True
# annulus_r_inner_px=0.0
# annulus_r_outer_px=0.0
# annulus_profile_smooth=3
# fps=485.201
# start_frame=0
# end_frame=200
# um_per_px=0.066528
# um_per_px_source=dataset_default
# postprocess_ot3_qc_enabled=True
# postprocess_ot3_q_min=0.0
# postprocess_ot3_jump_max_px=50.0
# postprocess_ot3_drift_enabled=True
# postprocess_ot3_drift_window_s=1.0
# postprocess_ot3_drift_window_frames=485
# postprocess_ot3_lost_frames=0
# postprocess_ot3_lost_fraction=0
frame,t_s,x_px,y_px,quality,peak,lost,lost_reason,x_corr_px,y_corr_px,x_corr_um,y_corr_um
60,0.123660091,48.909355,55.728471,0.152873,0.707107,0,,-0.18174556,-0.14009989,-0.012091168,-0.0093205652
61,0.125721093,49.160947,55.729093,0.145460,1.000000,0,,0.069846443,-0.13947789,0.0046467441,-0.0092791848
62,0.127782094,49.064679,55.511095,0.160593,0.500000,0,,-0.026421557,-0.35747589,-0.0017577734,-0.023782156
63,0.129843096,48.648612,55.773212,0.133145,1.118034,0,,-0.44248856,-0.095358886,-0.029437879,-0.0063440359
64,0.131904097,49.294553,55.508811,0.156161,0.707107,0,,0.20345244,-0.35975989,0.013535284,-0.023934106
65,0.133965099,49.537546,55.342954,0.156719,0.000000,0,,0.44644544,-0.52561689,0.029701122,-0.03496824
66,0.136026101,49.550792,55.688348,0.151690,0.707107,0,,0.45969144,-0.18022289,0.030582352,-0.011989868
67,0.138087102,49.418560,55.901704,0.165976,0.707107,0,,0.32745944,0.033133114,0.021785222,0.0022042798
68,0.140148104,49.308116,55.758926,0.172847,0.500000,0,,0.21701544,-0.10964489,0.014437603,-0.0072944549
69,0.142209105,49.251382,55.745542,0.157042,0.500000,0,,0.16028144,-0.12302889,0.010663204,-0.0081848657
70,0.144270107,49.092822,56.049675,0.135980,0.500000,0,,0.0017214428,0.18110411,0.00011452415,0.012048495
71,0.146331108,49.014348,55.923342,0.156175,1.000000,0,,-0.076752557,0.054771114,-0.0051061941,0.0036438127
72,0.148392110,49.167450,55.853844,0.144378,1.500000,0,,0.076349443,-0.014726886,0.0050793757,-0.00097975024
73,0.150453111,48.872281,55.986679,0.161903,0.707107,0,,-0.21881956,0.11810811,-0.014557628,0.0078574966
74,0.152514113,48.994687,55.662862,0.160375,1.118034,0,,-0.096413557,-0.20570889,-0.0064142011,-0.013685401
75,0.154575114,49.079474,55.840546,0.169443,1.000000,0,,-0.011626557,-0.028024886,-0.0007734916,-0.0018644396
76,0.156636116,49.209921,56.223957,0.152810,0.707107,0,,0.11882044,0.35538611,0.0079048864,0.023643127
77,0.158697117,49.466434,55.995183,0.145322,0.707107,0,,0.37533344,0.12661211,0.024970183,0.0084232507
78,0.160758119,49.080929,56.093059,0.174305,0.500000,0,,-0.010171557,0.22448811,-0.00067669336,0.014934745
79,0.162819120,48.720352,55.806903,0.141438,1.118034,0,,-0.37074856,-0.061667886,-0.02466516,-0.0041026411
80,0.164880122,48.585721,55.901034,0.153513,1.000000,0,,-0.50537956,0.032463114,-0.033621891,0.0021597061
81,0.166941123,48.743736,56.147513,0.150844,0.500000,0,,-0.34736456,0.27894211,-0.023109469,0.018557461
82,0.169002125,48.942023,55.775201,0.158064,0.000000,0,,-0.14907756,-0.093369886,-0.0099178317,-0.0062117117
83,0.171063126,49.197129,55.902660,0.149829,0.707107,0,,0.10602844,0.034089114,0.0070538602,0.0022678806
84,0.173124128,49.496039,55.667978,0.155406,0.707107,0,,0.40493844,-0.20059289,0.026939745,-0.013345043
85,0.175185129,49.220932,55.968622,0.146567,0.500000,0,,0.12983144,0.10005111,0.0086374262,0.0066562005
86,0.177246131,49.391471,55.913078,0.152126,0.707107,0,,0.30037044,0.044507114,0.019983045,0.0029609693
87,0.179307133,49.675915,55.760255,0.152643,0.000000,0,,0.58481444,-0.10831589,0.038906535,-0.0072060392
88,0.181368134,49.293907,55.647951,0.158339,0.707107,0,,0.20280644,-0.22061989,0.013492307,-0.0146774
89,0.183429136,49.198916,55.820141,0.159512,0.707107,0,,0.10781544,-0.048429886,0.0071727458,-0.0032219434
90,0.185490137,49.298100,55.856957,0.158103,0.707107,0,,0.20699944,-0.011613886,0.013771259,-0.00077264858
91,0.187551139,49.524914,56.280079,0.162397,1.000000,0,,0.43381344,0.41150811,0.028860741,0.027376812
92,0.189612140,49.079082,55.966939,0.156715,0.707107,0,,-0.012018557,0.098368114,-0.00079957057,0.0065442339
93,0.191673142,49.076120,55.825547,0.135876,0.707107,0,,-0.014980557,-0.043023886,-0.00099662651,-0.0028622931
94,0.193734143,48.478185,56.027164,0.150369,1.118034,0,,-0.61291556,0.15859311,-0.040776046,0.010550883
95,0.195795145,48.994026,55.935374,0.154944,1.000000,0,,-0.097074557,0.066803114,-0.0064581761,0.0044442776
96,0.197856146,49.148492,56.295177,0.168976,0.500000,0,,0.057391443,0.42660611,0.0038181379,0.028381252
97,0.199917148,49.086988,55.937820,0.148544,0.707107,0,,-0.0041125572,0.069249114,-0.00027360021,0.0046070051
98,0.201978149,48.746240,55.730365,0.169540,0.500000,0,,-0.34486056,-0.13820589,-0.022942883,-0.0091945612
99,0.204039151,48.997442,55.977448,0.140387,1.000000,0,,-0.093658557,0.10887711,-0.0062309165,0.0072433767
100,0.206100152,49.086532,56.204118,0.144440,0.500000,0,,-0.0045685572,0.33554711,-0.00030393697,0.022323278
101,0.208161154,48.847728,55.675611,0.147794,1.000000,0,,-0.24337256,-0.19295989,-0.016191089,-0.012837235
102,0.210222155,49.151272,55.898447,0.127655,0.500000,0,,0.060171443,0.029876114,0.0040030857,0.0019875981
103,0.212283157,48.961549,56.061685,0.128530,0.500000,0,,-0.12955156,0.19311411,-0.008618806,0.012847496
104,0.214344158,48.916640,55.978820,0.137207,0.000000,0,,-0.17446056,0.11024911,-0.011606512,0.0073346531
105,0.216405160,49.054403,55.664960,0.148497,0.500000,0,,-0.036697557,-0.20361089,-0.0024414151,-0.013545825
106,0.218466161,48.971092,55.479973,0.145849,0.500000,0,,-0.12000856,-0.38859789,-0.0079839293,-0.02585264
107,0.220527163,49.149437,55.517091,0.159550,1.000000,0,,0.058336443,-0.35147989,0.0038810069,-0.023383254
108,0.222588164,49.570760,55.625390,0.164022,0.000000,0,,0.47965944,-0.24318089,0.031910783,-0.016178338
109,0.224649166,49.495256,55.866037,0.150749,1.414214,0,,0.40415544,-0.0025338856,0.026887653,-0.00016857434
110,0.226710168,49.203017,55.628650,0.148643,1.118034,0,,0.11191644,-0.23992089,0.0074455771,-0.015961457
111,0.228771169,49.063514,56.052587,0.164752,1.000000,0,,-0.027586557,0.18401611,-0.0018352785,0.012242224
112,0.230832171,48.998678,56.015630,0.140020,0.500000,0,,-0.092422557,0.14705911,-0.0061486879,0.0097835488
113,0.232893172,49.182115,55.579601,0.171991,0.500000,0,,0.091014443,-0.28896989,0.0060550088,-0.019224589
114,0.234954174,49.265399,56.011368,0.151031,0.500000,0,,0.17429844,0.14279711,0.011595727,0.0095000064
115,0.237015175,49.059482,56.430568,0.142755,0.000000,0,,-0.031618557,0.56199711,-0.0021035194,0.037388544
116,0.239076177,49.139477,55.924801,0.151715,0.500000,0,,0.048376443,0.056230114,0.003218388,0.0037408771
117,0.241137178,49.135708,55.908972,0.159763,0.500000,0,,0.044607443,0.040401114,0.002967644,0.0026878053
118,0.243198180,49.339123,55.814009,0.150159,0.500000,0,,0.24802244,-0.054561886,0.016500437,-0.0036298931
119,0.245259181,48.857183,55.886435,0.173674,0.000000,0,,-0.23391756,0.017864114,-0.015562067,0.0011884638
120,0.247320183,49.144017,55.909076,0.155801,0.707107,0,,0.052916443,0.040505114,0.0035204251,0.0026947243
121,0.249381184,49.103829,56.260081,0.163519,0.500000,0,,0.012728443,0.39151011,0.00084679784,0.026046385
122,0.251442186,49.607010,55.954769,0.182198,1.118034,0,,0.51590944,0.086198114,0.034322423,0.0057345882
123,0.253503187,49.401284,55.940332,0.168127,0.707107,0,,0.31018344,0.071761114,0.020635884,0.0047741234
124,0.255564189,49.159445,55.767652,0.173769,0.500000,0,,0.068344443,-0.10091889,0.0045468191,-0.0067139316
125,0.257625190,49.036063,55.590868,0.150457,1.000000,0,,-0.055037557,-0.27770289,-0.0036615386,-0.018475018
126,0.259686192,49.261967,55.537643,0.163125,0.500000,0,,0.17086644,-0.33092789,0.011367403,-0.02201597
127,0.261747193,49.123725,55.735347,0.140242,0.500000,0,,0.032624443,-0.13322389,0.0021704389,-0.0088631187
128,0.263808195,49.094445,55.899142,0.144872,0.707107,0,,0.0033444428,0.030571114,0.00022249909,0.0020338351
129,0.265869196,48.882188,55.919176,0.129182,0.500000,0,,-0.20891256,0.050605114,-0.013898535,0.0033666571
130,0.267930198,48.930712,55.841491,0.142615,0.500000,0,,-0.16038856,-0.027079886,-0.01067033,-0.0018015706
131,0.269991200,48.986250,55.901015,0.138997,0.707107,0,,-0.10485056,0.032444114,-0.0069754979,0.002158442
132,0.272052201,49.134362,55.936656,0.150226,1.118034,0,,0.043261443,0.068085114,0.0028780973,0.0045295665
133,0.274113203,49.207382,56.091000,0.159389,1.500000,0,,0.11628144,0.22242911,0.0077359718,0.014797764
134,0.276174204,48.976894,56.272372,0.144302,0.707107,0,,-0.11420656,0.40380111,-0.0075979338,0.026864081
135,0.278235206,48.980752,55.872849,0.109987,0.707107,0,,-0.11034856,0.0042781144,-0.0073412688,0.0002846144
136,0.280296207,49.076020,55.779695,0.135146,1.000000,0,,-0.015080557,-0.088875886,-0.0010032793,-0.0059127349
137,0.282357209,49.089461,56.117420,0.129106,0.707107,0,,-0.0016395572,0.24884911,-0.00010907646,0.016555434
138,0.284418210,48.903738,55.985271,0.169737,1.500000,0,,-0.18736256,0.11670011,-0.012464856,0.0077638252
139,0.286479212,49.289599,56.133934,0.146213,0.707107,0,,0.19849844,0.26536311,0.013205704,0.017654077
140,0.288540213,48.914584,56.007668,0.148907,0.707107,0,,-0.17651656,0.13909711,-0.011743294,0.0092538528
141,0.290601215,48.945818,56.134357,0.153503,0.500000,0,,-0.14528256,0.26578611,-0.009665358,0.017682219
142,0.292662216,48.832759,55.779880,0.146662,0.500000,0,,-0.25834156,-0.088690886,-0.017186947,-0.0059004272
143,0.294723218,48.923493,55.745454,0.144561,0.500000,0,,-0.16760756,-0.12311689,-0.011150596,-0.0081907202
144,0.296784219,49.071620,55.872342,0.162479,0.500000,0,,-0.019480557,0.0037711144,-0.0012960025,0.0002508847
145,0.298845221,49.273636,56.205373,0.145041,1.000000,0,,0.18253544,0.33680211,0.012143718,0.022406771
146,0.300906222,48.950667,55.847856,0.144175,0.500000,0,,-0.14043356,-0.020714886,-0.0093427637,-0.0013781199
147,0.302967224,48.849833,55.728197,0.145645,1.118034,0,,-0.24126756,-0.14037389,-0.016051048,-0.0093387939
148,0.305028225,49.207313,55.608809,0.171548,0.707107,0,,0.11621244,-0.25976189,0.0077313814,-0.017281439
149,0.307089227,49.221032,55.417226,0.170448,0.500000,0,,0.12993144,-0.45134489,0.008644079,-0.030027073
150,0.309150228,48.783997,55.878150,0.152167,0.707107,0,,-0.30710356,0.0095791144,-0.020430985,0.00063727932
151,0.311211230,48.847641,55.825609,0.136649,0.707107,0,,-0.24345956,-0.042961886,-0.016196877,-0.0028581683
152,0.313272232,48.960598,55.803487,0.128458,0.707107,0,,-0.13050256,-0.065083886,-0.0086820741,-0.0043299007
153,0.315333233,49.131252,55.786955,0.156815,0.500000,0,,0.040151443,-0.081615886,0.0026711952,-0.0054297416
154,0.317394235,48.820760,55.982916,0.146785,1.118034,0,,-0.27034056,0.11434511,-0.017985217,0.0076071518
155,0.319455236,48.752359,55.920695,0.158053,0.000000,0,,-0.33874156,0.052124114,-0.022535798,0.0034677131
156,0.321516238,49.104606,55.818826,0.155599,0.000000,0,,0.013505443,-0.049744886,0.0008984901,-0.0033094277
157,0.323577239,49.327379,55.947272,0.158354,0.707107,0,,0.23627844,0.078701114,0.015719132,0.0052358277
158,0.325638241,48.922089,55.764746,0.150334,0.707107,0,,-0.16901156,-0.10382489,-0.011244001,-0.006907262
159,0.327699242,48.950417,55.932573,0.136007,1.118034,0,,-0.14068356,0.064002114,-0.0093593957,0.0042579327
160,0.329760244,48.858297,56.011470,0.152153,0.707107,0,,-0.23280356,0.14289911,-0.015487955,0.0095067923
161,0.331821245,48.529865,56.278181,0.136316,1.000000,0,,-0.56123556,0.40961011,-0.037337879,0.027250542
162,0.333882247,48.848476,55.933861,0.136817,0.500000,0,,-0.24262456,0.065290114,-0.016141327,0.0043436207
163,0.335943248,48.898040,56.417923,0.125331,1.000000,0,,-0.19306056,0.54935211,-0.012843933,0.036547297
164,0.338004250,48.979144,55.992965,0.152559,0.707107,0,,-0.11195656,0.12439411,-0.0074482458,0.0082756916
165,0.340065251,48.930003,56.242405,0.149968,1.414214,0,,-0.16109756,0.37383411,-0.010717498,0.024870436
166,0.342126253,48.542209,56.055820,0.150741,0.707107,0,,-0.54889156,0.18724911,-0.036516658,0.012457309
167,0.344187254,49.045653,56.025815,0.141659,0.500000,0,,-0.045447557,0.15724411,-0.0030235351,0.010461136
168,0.346248256,48.879646,55.967752,0.141663,0.707107,0,,-0.21145456,0.099181114,-0.014067649,0.0065983212
169,0.348309257,49.085729,55.806564,0.156085,0.000000,0,,-0.0053715572,-0.062006886,-0.00035735896,-0.0041251941
170,0.350370259,49.160154,55.532659,0.166626,0.500000,0,,0.069053443,-0.33591189,0.0045939874,-0.022347546
171,0.352431260,49.331800,55.711498,0.174642,1.000000,0,,0.24069944,-0.15707289,0.016013253,-0.010449745
172,0.354492262,49.189739,55.890389,0.169806,0.500000,0,,0.098638443,0.021818114,0.0065622183,0.0014515155
173,0.356553263,49.150389,55.948653,0.146668,1.118034,0,,0.059288443,0.080082114,0.0039443415,0.0053277029
174,0.358614265,49.014422,55.545313,0.152297,1.118034,0,,-0.076678557,-0.32325789,-0.0051012711,-0.021505701
175,0.360675267,48.891170,55.872796,0.145429,0.707107,0,,-0.19993056,0.0042251144,-0.01330098,0.00028108841
176,0.362736268,48.899813,55.653875,0.155500,1.414214,0,,-0.19128756,-0.21469589,-0.012725979,-0.014283288
177,0.364797270,49.227063,55.533023,0.152849,0.500000,0,,0.13596244,-0.33554789,0.0090453094,-0.02232333
178,0.366858271,49.297922,55.811261,0.147874,1.118034,0,,0.20682144,-0.057309886,0.013759417,-0.0038127121
179,0.368919273,48.996931,55.882654,0.137557,0.500000,0,,-0.094169557,0.014083114,-0.0062649123,0.00093692144
180,0.370980274,49.085573,55.907543,0.148244,0.707107,0,,-0.0055275572,0.038972114,-0.00036773733,0.0025927368
181,0.373041276,49.531588,55.600295,0.146827,0.000000,0,,0.44048744,-0.26827589,0.029304749,-0.017847858
182,0.375102277,49.188945,55.354104,0.157013,0.707107,0,,0.097844443,-0.51446689,0.0065093951,-0.034226453
183,0.377163279,49.301497,55.649283,0.164248,1.000000,0,,0.21039644,-0.21928789,0.013997255,-0.014588784
184,0.379224280,48.915460,55.865270,0.162005,0.707107,0,,-0.17564056,-0.0033008856,-0.011685015,-0.00021960132
185,0.381285282,49.181817,55.897481,0.163446,1.000000,0,,0.090716443,0.028910114,0.0060351835,0.0019233321
186,0.383346283,49.068737,55.795695,0.153834,0.500000,0,,-0.022363557,-0.072875886,-0.0014878027,-0.0048482869
187,0.385407285,49.059891,55.642570,0.161521,0.000000,0,,-0.031209557,-0.22600089,-0.0020763094,-0.015035387
188,0.387468286,49.245607,55.577294,0.141424,0.500000,0,,0.15450644,-0.29127689,0.010279005,-0.019378069
189,0.389529288,49.353711,55.528610,0.154988,0.500000,0,,0.26261044,-0.33996089,0.017470948,-0.022616918
190,0.391590289,49.314249,55.663525,0.157661,0.500000,0,,0.22314844,-0.20504589,0.01484562,-0.013641293
191,0.393651291,49.389305,55.645566,0.164829,1.118034,0,,0.29820444,-0.22300489,0.019838945,-0.014836069
192,0.395712292,49.289779,55.587634,0.150529,0.500000,0,,0.19867844,-0.28093689,0.013217679,-0.018690169
193,0.397773294,49.100893,55.823229,0.163616,1.118034,0,,0.0097924428,-0.045341886,0.00065147163,-0.003016505
194,0.399834295,49.487920,55.966419,0.161559,0.707107,0,,0.39681944,0.097848114,0.026399604,0.0065096394
195,0.401895297,49.305214,56.230992,0.151660,1.000000,0,,0.21411344,0.36242111,0.014244539,0.024111152
196,0.403956299,49.186917,55.768595,0.150627,0.707107,0,,0.095816443,-0.099975886,0.0063744763,-0.0066511957
197,0.406017300,49.008984,55.416570,0.159840,0.500000,0,,-0.082116557,-0.45200089,-0.0054630503,-0.030070715
198,0.408078302,49.243971,55.777195,0.144173,1.581139,0,,0.15287044,-0.091375886,0.010170165,-0.0060790549
199,0.410139303,49.334051,56.133921,0.130153,1.118034,0,,0.24295044,0.26535011,0.016163007,0.017653212
200,0.412200305,49.193497,55.987560,0.162227,0.707107,0,,0.10239644,0.11898911,0.0068122305,0.0079161078
